t,step,s,lap,x,y,Ux,v_ref,v_err,a_cmd,acc,brake,e,dphi,delta,steer,delta_ff,delta_fb,beta,r,r_des,w_meas,x_la,gain_scale,dt,kappa,kappa_abs
87.7703825,10,3871.5501628178754,0,-523.8062133789062,145.9467315673828,0.0,5.478958454869513,5.478958454869513,6.0,-0.25,-1.0,0.26195963910676917,0.018302357936112124,0.007637526607230347,0.03646650337609747,0.0013745813837745136,0.0062629452234558335,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039538399999997864,0.0009989115149066263,0.0009989115149066263
87.8103431,11,3871.5501628178754,0,-523.8062133789062,145.9467315673828,0.0,6.026854300356464,6.026854300356464,6.0,-0.25,-1.0,0.26195963910676917,0.018300927424637514,0.0076373442170173346,0.03646563252697829,0.0013745813837745136,0.006262762833242821,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.03996060000000057,0.0009989115149066263,0.0009989115149066263
87.8507741,12,3871.5501628178754,0,-523.8062133789062,145.94674682617188,0.0,6.574750145843415,6.574750145843415,6.0,-0.25,-1.0,0.2619508137372958,0.018299496913162905,0.007637029446262221,0.03646412960732978,0.0013745813837745136,0.006262448062487707,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.04043099999999811,0.0009989115149066263,0.0009989115149066263
87.8903258,13,3871.5501628178754,0,-523.8062133789062,145.94674682617188,0.0,7.122645991330367,7.122645991330367,6.0,-0.25,-1.0,0.2619508137372958,0.018298066401688295,0.007636847056049208,0.03646325875821061,0.0013745813837745136,0.006262265672274695,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039551700000004075,0.0009989115149066263,0.0009989115149066263
87.9305245,14,3871.5501628178754,0,-523.8062744140625,145.94676208496094,0.0,7.670541836817319,7.670541836817319,6.0,-0.25,-1.0,0.26199177888857683,0.018296635890213686,0.0076372791431054115,0.036465321821935834,0.0013745813837745136,0.006262697759330898,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.040198700000004806,0.0009989115149066263,0.0009989115149066263
87.9709731,15,3871.5501628178754,0,-523.8062744140625,145.94676208496094,0.0,8.21843768230427,8.21843768230427,6.0,-0.25,-1.0,0.26199177888857683,0.018295205378739077,0.007637096752892398,0.036464450972816656,0.0013745813837745134,0.0062625153691178844,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.04044859999999062,0.0009989115149066263,0.0009989115149066263
88.0108647,16,3871.5501628178754,0,-523.8062744140625,145.94676208496094,0.0,8.766333527791222,8.766333527791222,6.0,-0.25,-1.0,0.26199177888857683,0.018293536448685366,0.007636883964310551,0.03646343498217762,0.0013745813837745136,0.006262302580536038,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039891600000004246,0.0009989115149066263,0.0009989115149066263
88.0505848,17,3871.5501628178754,0,-523.8062744140625,145.94677734375,0.0,9.314229373278172,9.314229373278172,6.0,-0.25,-1.0,0.2619829535191034,0.018291867518631655,0.0076365387951866015,0.03646178692100924,0.0013745813837745136,0.006261957411412088,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039720099999996705,0.0009989115149066263,0.0009989115149066263
88.0911641,18,3871.5501628178754,0,-523.8062744140625,145.94677734375,0.0,9.862125218765124,9.862125218765124,6.0,-0.25,-1.0,0.2619829535191034,0.018290437007157045,0.007636356404973588,0.03646091607189005,0.0013745813837745136,0.006261775021199074,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.04057930000000454,0.0009989115149066263,0.0009989115149066263
88.1307376,19,3871.5501628178754,0,-523.8063354492188,145.94679260253906,0.0,10.410021064252074,10.410021064252074,6.0,-0.25,-1.0,0.26202391867038444,0.018289006495682436,0.00763678849202979,0.036462979135615275,0.0013745813837745136,0.006262207108255277,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.03957350000000304,0.0009989115149066263,0.0009989115149066263
88.1703704,20,3871.5501628178754,0,-523.8063354492188,145.94679260253906,0.0,10.957916909739026,10.957916909739026,6.0,-0.25,-1.0,0.26202391867038444,0.018287337565628725,0.007636575703447943,0.03646196314497624,0.0013745813837745136,0.006261994319673429,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039632799999992585,0.0009989115149066263,0.0009989115149066263
88.2107679,21,3871.5501628178754,0,-523.8063354492188,145.94680786132812,0.0,11.505812755225978,11.505812755225978,6.0,-0.25,-1.0,0.26201509330091105,0.018285907054154116,0.007636260932692829,0.03646046022532772,0.0013745813837745136,0.006261679548918315,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.04039749999999742,0.0009989115149066263,0.0009989115149066263
88.2503606,22,3871.5501628178754,0,-523.8063354492188,145.94680786132812,0.0,12.053708600712929,12.053708600712929,6.0,-0.25,-1.0,0.26201509330091105,0.018284238124100405,0.007636048144110981,0.036459444234688686,0.0013745813837745136,0.006261466760336468,0.0,0.0,0.002996734544719879,0.0,2.0,0.15,0.039592700000000036,0.0009989115149066263,0.0009989115149066263
88.290292,23,3871.5515313069045,0,-523.8070068359375,145.94769287109375,0.16012120246887207,12.601604446199879,12.441483243731007,6.160121202468872,-0.229984849691391,-1.0,0.2620509175997531,0.01834169700166388,0.007643911515482955,0.036496989067385195,0.0013745813837745136,0.006269330131708441,-0.006917346763209489,0.0035182014107704163,0.002996734544719879,0.0,2.0,0.15,0.039931400000000394,0.0009989115149066263,0.0009989115149066263
88.3307533,24,3871.564668801584,0,-523.815185546875,145.9592742919922,0.5474129319190979,13.14950029168683,12.602087359767733,6.547412931919098,-0.18157338351011276,-1.0,0.2620243919505425,0.018375790858475405,0.007647860597488265,0.036515844545039804,0.0013745813837745134,0.006273279213713751,-0.01593396636404738,-0.001818257849663496,0.002996734544719879,0.0,2.0,0.15,0.04046130000000403,0.0009989115149066263,0.0009989115149066263
88.3704719,25,3871.594228164613,0,-523.8323364257812,145.9832763671875,0.9122838377952576,13.697396137173783,12.785112299378525,6.912283837795258,-0.1359645202755928,-1.0,0.2621332221008924,0.018273986125199038,0.007636512946250777,0.036461663501431936,0.0013745813837745134,0.006261931562476264,-0.013003956764639939,-0.0034119642805308104,0.002996734544719879,0.0,2.0,0.15,0.03971860000000049,0.0009989115149066263,0.0009989115149066263
88.4106857,26,3871.6415778850205,0,-523.858154296875,146.01959228515625,1.3046784400939941,14.245291982660733,12.940613542566739,7.304678440093994,-0.08691519498825073,-1.0,0.26219023303334443,0.018325246119705874,0.007643903759537179,0.03649695203547194,0.0013745813837745134,0.006269322375762666,-0.022108396375423084,0.008105392567813396,0.002996734544719879,0.0,2.0,0.15,0.04021380000000363,0.0009989115149066263,0.0009989115149066263
88.4509097,27,3871.6990544242435,0,-523.89208984375,146.06846618652344,1.6706163883209229,14.793187828147685,13.122571439826762,7.670616388320923,-0.041172951459884644,-1.0,0.2616061041495349,0.01888481452485724,0.007706486797936836,0.036795764032922396,0.0013745813837745134,0.006331905414162322,-0.03379985030698233,0.018735524266958237,0.002996734544719879,0.0,2.0,0.15,0.04022399999999493,0.0009989115149066263,0.0009989115149066263
88.4905655,28,3871.77267913401,0,-523.9339599609375,146.12994384765625,2.0259597301483154,15.341083673634637,13.315123943486322,8.025959730148315,0.0032449662685394287,-1.0,0.26020498777878037,0.019939578318802553,0.007819952436103544,0.03733752254848163,0.0013745813837745134,0.006445371052329031,-0.04122139531574902,0.03029189445078373,0.002996734544719879,0.0,2.0,0.15,0.03965580000000557,0.0009989115149066263,0.0009989115149066263
88.5308569,29,3871.8654626901844,0,-523.984130859375,146.20436096191406,2.400847911834717,15.88897951912159,13.488131607286872,8.400847911834717,0.0501059889793396,-1.0,0.2580914689171929,0.021445906901566225,0.0079803065474821,0.03810315703261181,0.0013745813837745136,0.006605725163707587,-0.046851110985910494,0.04490737244486809,0.002996734544719879,0.0,2.0,0.15,0.040291400000000976,0.0009989115149066263,0.0009989115149066263
88.5711415,30,3871.9678256695624,0,-524.0415649414062,146.29022216796875,2.7513821125030518,16.43687536460854,13.685493252105488,8.751382112503052,0.09392276406288147,-1.0,0.25528399492033943,0.023446715617386538,0.008193297548796389,0.03912011415340965,0.0013745813837745136,0.0068187161650218745,-0.05166022249169929,0.05666813626885414,0.002996734544719879,0.0,2.0,0.15,0.040284599999992565,0.0009989115149066263,0.0009989115149066263
88.611157,31,3872.0907159843773,0,-524.1068115234375,146.38819885253906,3.130458354949951,16.98477121009549,13.85431285514554,9.130458354949951,0.1413072943687439,-1.0,0.2518423642181806,0.026131785655228335,0.009068105481644618,0.0432970143564736,0.0013746949302355315,0.007693410551409087,-0.055409136058957524,0.07042993605136871,0.003127050897695161,0.0,2.0,0.16232106685638428,0.04001550000000975,0.0009989115149066263,0.0009989115149066263
88.6509786,32,3872.2209961399494,0,-524.1800537109375,146.498291015625,3.482898473739624,17.60372283375538,14.120824360015757,9.482898473739624,0.185362309217453,-1.0,0.24793983846631168,0.029359811893708176,0.011027921246533515,0.05265444535241836,0.0012965035476789927,0.009731417698854522,-0.05895622282989769,0.08172881603240967,0.002680187138907799,0.0,2.0,0.19560707807540895,0.03982159999999624,0.0007695277824248648,0.0007695277824248648
88.6911772,33,3872.364687488007,0,-524.2612915039062,146.62051391601562,3.835892915725708,18.153839172310235,14.317946256584527,9.835892915725708,0.2294866144657135,-1.0,0.24355196467298157,0.0327510777628488,0.013187194437551546,0.06296421540750825,0.0012377047369886284,0.011949489700562917,-0.0627348956843326,0.09007169306278229,0.0029518261690576527,0.0,2.0,0.2289454420407613,0.04019859999999653,0.0007695277824248648,0.0007695277824248648
88.7313743,34,3872.535201221035,0,-524.3512573242188,146.75601196289062,4.216198921203613,18.70395551086509,14.487756589661476,10.216198921203613,0.27702486515045166,-1.0,0.2386095440202449,0.03662967120767302,0.015760520544891923,0.07525094251262764,0.001194055936092161,0.014566464608799762,-0.06699185533404363,0.09358152002096176,0.0032444822060959237,0.0,2.0,0.2648632314470079,0.04019710000000032,0.0007695277824248648,0.0007695277824248648
88.7716642,35,3872.7054412562575,0,-524.4485473632812,146.90261840820312,4.566964626312256,19.254071849419947,14.687107223107692,10.566964626312256,0.320870578289032,-1.0,0.23322003160939847,0.04031633769632048,0.018323279691543737,0.08748721609693576,0.0011617067629225784,0.01716157292862116,-0.07080470427112992,0.09400027990341187,0.0035144061612988717,0.0,2.0,0.2979911035961575,0.040289900000004764,0.0007695277824248648,0.0007695277824248648
88.8115031,36,3872.8921031598293,0,-524.5538940429688,147.0612335205078,4.915176868438721,19.804188187974802,14.889011319536081,10.91517686843872,0.3643971085548401,-1.0,0.22746047070964334,0.043983692280060716,0.021034532766255092,0.10043249596133812,0.0011381265926578856,0.019896406173597208,-0.07445085058546759,0.09345662593841553,0.00378236515579564,0.0,2.0,0.3308778153525458,0.03983889999999235,0.0007695277824248648,0.0007695277824248648
88.8512592,37,3873.106955937401,0,-524.6670532226562,147.23184204101562,5.288654804229736,20.354304526529656,15.06564972229992,11.288654804229736,0.41108185052871704,-1.0,0.22114049093364507,0.04786776935220427,0.024115828425034746,0.11514459901800951,0.0011209572233621442,0.022994871201672602,-0.07855709159243142,0.09004420787096024,0.004069766803509517,0.0,2.0,0.3661507315105862,0.03975610000000529,0.0007695277824248648,0.0007695277824248648
88.8911064,38,3873.3201665281376,0,-524.7881469726562,147.41441345214844,5.634957313537598,20.98835866245447,15.353401348916872,11.634957313537598,0.4543696641921997,-1.0,0.21438152747301625,0.051604496339448414,0.02707841795071516,0.12928992203893885,0.0010322630545775554,0.026046154896137604,-0.0823976277380488,0.08252856135368347,0.0030902720848486344,0.0,2.0,0.3988570796118842,0.039847199999996974,0.0005484109129672497,0.0005484109129672497
88.9318122,39,3873.547609404777,0,-524.91796875,147.61036682128906,5.9843244552612305,21.5406838904138,15.556359435152569,11.98432445526123,0.4980405569076538,-1.0,0.20708109989980072,0.054926382402070484,0.030070017795747844,0.14357375913163586,0.000965062889315609,0.029104954906432234,-0.08565350182616759,0.07611720263957977,0.0032818688380020504,0.0,2.0,0.43185286521911626,0.040705799999997794,0.0005484109129672497,0.0005484109129672497
88.9715299,40,3873.8109066939796,0,-525.054931640625,147.81716918945312,6.361389636993408,22.093009118373125,15.731619481379717,12.361389636993408,0.545173704624176,-1.0,0.19933853742021515,0.05768726954806658,0.0331564274451508,0.158310279694906,0.0009163151506414741,0.03224011229450933,-0.08913076492283245,0.06459168344736099,0.003488655498563956,0.045173704624176025,2.0,0.46746457682715525,0.03971769999999708,0.0005484109129672497,0.0005484109129672497
89.0114067,41,3874.069824818289,0,-525.1996459960938,148.03604125976562,6.704265594482422,22.645334346332454,15.941068751850032,12.704265594482422,0.5880331993103027,-1.0,0.19094646510303703,0.05992864261020037,0.03588638290798934,0.17134485688485027,0.0008800803037937963,0.035006302604195544,-0.09189746209444445,0.049844108521938324,0.003676692415445026,0.08803319931030273,2.0,0.49984730614556205,0.03987680000000182,0.0005484109129672497,0.0005484109129672497
89.051911,42,3874.3407856460544,0,-525.35205078125,148.2666778564453,7.042421340942383,23.289936935744784,16.2475155948024,13.042421340942383,0.6303026676177979,-1.0,0.18212157786927377,0.0618980519291803,0.038442532887421194,0.18354957402017505,0.0007786473316520485,0.03766388555576915,-0.09399030329204942,0.033262357115745544,0.0023701577841703644,0.13030266761779785,2.0,0.5317842377556695,0.04050430000000915,0.0003365543851219219,0.0003365543851219219
89.0919638,43,3874.641305836849,0,-525.5137329101562,148.51170349121094,7.415714740753174,23.844459243738708,16.428744502985534,13.415714740753174,0.6769643425941467,-1.0,0.17253676401775914,0.06281167192429749,0.04103375852215482,0.1959217650732038,0.0007039202224001119,0.040329838299754714,-0.09568555821148966,0.014837861992418766,0.002495791314813757,0.17696434259414673,2.076400127410889,0.5670397255155776,0.040052799999998,0.0003365543851219219,0.0003365543851219219
89.1318843,44,3874.939089049585,0,-525.6815795898438,148.76651000976562,7.7627692222595215,24.39898155173263,16.636212329473107,13.762769222259521,0.7203461527824402,-1.0,0.16233309091161652,0.06302505655259338,0.043174668339108685,0.20614385647566896,0.000648495974770515,0.04252617236433817,-0.0967558959890889,-0.0048279957845807076,0.002612594022440933,0.22034615278244019,2.1735753822326664,0.5998170932133993,0.03992049999999381,0.0003365543851219219,0.0003365543851219219
