pos_x,pos_y,speed,yaw,lap_dist,spline_pos
-207.9856,-244.8265,57.9578,-0.546728,967.27,0.190523
-206.0202,-246.0597,58.2886,-0.543544,969.54,0.19097
-204.0359,-247.2893,58.6465,-0.544841,971.82,0.191419
-202.0336,-248.5175,59.0051,-0.545654,974.29,0.191905
-200.0179,-249.7493,59.3357,-0.547332,976.6,0.192361
-197.9921,-250.9905,59.672,-0.552301,978.92,0.192818
-195.9553,-252.2411,60.0488,-0.553927,981.44,0.193314
-193.9045,-253.4958,60.3742,-0.548207,983.78,0.193776
-191.8368,-254.7484,60.6893,-0.537032,986.15,0.194241
-189.7493,-255.9941,61.0406,-0.525727,988.7,0.194745
-187.6391,-257.2268,61.3499,-0.512721,991.09,0.195214
-185.5056,-258.4448,61.6386,-0.501042,993.49,0.195688
-183.3532,-259.6486,61.7942,-0.494269,996.08,0.196198
-181.1914,-260.8342,61.5485,-0.488006,998.49,0.196672
-179.0401,-261.9952,60.7288,-0.483329,1000.87,0.197142
-176.9189,-263.1219,59.4786,-0.478479,1003.4,0.197639
-174.8375,-264.2148,58.1238,-0.474572,1005.69,0.198091
-172.8037,-265.2745,56.653,-0.473472,1007.93,0.198531
-170.8222,-266.3022,55.0758,-0.473684,1010.27,0.198993
-168.8909,-267.2962,53.5937,-0.470303,1012.38,0.199409
-167.0106,-268.2555,52.0902,-0.465472,1014.44,0.199815
-165.1792,-269.1811,50.6304,-0.45893,1016.6,0.20024
-163.3896,-270.0692,49.2896,-0.44734,1018.54,0.200622
-161.6403,-270.9182,48.0679,-0.433585,1020.44,0.200996
-159.9226,-271.7294,46.9757,-0.420542,1022.43,0.201388
-158.2321,-272.5019,46.0278,-0.406591,1024.24,0.201744
-156.5616,-273.2321,45.2087,-0.385005,1026.02,0.202095
-154.9093,-273.9207,44.3458,-0.36448,1027.89,0.202464
-153.2735,-274.5645,43.6202,-0.340577,1029.6,0.202801
-151.6518,-275.164,42.8595,-0.310896,1031.29,0.203132
-150.048,-275.7179,42.0547,-0.283151,1033.06,0.203482
-148.4575,-276.2238,41.459,-0.251914,1034.69,0.203802
-146.8743,-276.6805,40.9829,-0.218923,1036.29,0.204118
-145.2977,-277.0883,40.465,-0.18896,1038,0.204455
-143.7312,-277.4499,39.9329,-0.160074,1039.56,0.204763
-142.177,-277.7671,39.4345,-0.129142,1041.11,0.205067
-140.6337,-278.0405,38.9473,-0.100539,1042.75,0.205391
-139.1031,-278.2682,38.4499,-0.070911,1044.26,0.205688
-137.5863,-278.451,37.9642,-0.038713,1045.75,0.205982
-136.0857,-278.5891,37.4271,-0.010242,1047.34,0.206295
-134.6001,-278.6823,37.0237,0.019047,1048.79,0.20658
-133.129,-278.7353,36.6124,0.046802,1050.23,0.206864
-131.673,-278.7465,36.2191,0.073273,1051.77,0.207166
-130.2317,-278.7171,35.8723,0.10019,1053.18,0.207444
-128.8064,-278.6467,35.5097,0.128715,1054.58,0.20772
-127.3977,-278.5345,35.1727,0.154031,1056.07,0.208013
-126.0052,-278.3817,34.8838,0.177831,1057.44,0.208283
-124.6298,-278.189,34.5723,0.203729,1058.8,0.208552
-123.2734,-277.958,34.2351,0.227545,1060.25,0.208837
-121.9374,-277.6918,33.8895,0.249286,1061.58,0.2091
-120.6227,-277.3885,33.6007,0.27391,1062.9,0.20936
-119.3281,-277.0511,33.3109,0.297805,1064.31,0.209637
-118.0537,-276.6813,33.0442,0.321383,1065.6,0.209892
-116.8006,-276.2789,32.7784,0.348875,1066.89,0.210145
-115.5703,-275.845,32.4639,0.375898,1068.26,0.210415
-114.3644,-275.3788,32.1912,0.404694,1069.52,0.210663
-113.1828,-274.8826,31.9085,0.436785,1070.77,0.210909
-112.0269,-274.3556,31.6427,0.466165,1072.1,0.211172
-110.8952,-273.7978,31.4647,0.49665,1073.33,0.211413
-109.7831,-273.2089,31.4879,0.528357,1074.55,0.211654
-108.6911,-272.5878,31.3495,0.555987,1075.87,0.211914
-107.6226,-271.9384,31.1714,0.583156,1077.09,0.212154
-106.5813,-271.2593,31.0078,0.613345,1078.29,0.212391
-105.5653,-270.5543,30.8442,0.640669,1079.59,0.212646
-104.5766,-269.8224,30.6683,0.667022,1080.78,0.212882
-103.6165,-269.0644,30.5179,0.699762,1081.98,0.213116
-102.6843,-268.282,30.3573,0.730824,1083.25,0.213367
-101.781,-267.4755,30.1912,0.761196,1084.43,0.213599
-100.9076,-266.6461,30.0459,0.793517,1085.6,0.21383
-100.0685,-265.7952,29.7385,0.826464,1086.85,0.214077
-99.2646,-264.9232,29.5709,0.8625,1088.01,0.214304
-98.4942,-264.0302,29.4088,0.898931,1089.15,0.21453
-97.7603,-263.116,29.2133,0.932567,1090.38,0.214772
-97.0635,-262.1822,29.0457,0.965992,1091.52,0.214996
-96.4037,-261.2304,28.8714,1.003659,1092.65,0.215219
-95.7808,-260.2621,28.7011,1.036836,1093.86,0.215458
-95.1933,-259.2797,28.5388,1.070042,1094.98,0.215678
-94.6412,-258.2839,28.3903,1.102693,1096.09,0.215897
-94.1255,-257.276,28.2299,1.134715,1097.29,0.216133
-93.6457,-256.2563,28.1394,1.16764,1098.4,0.216352
-93.2026,-255.2221,28.1314,1.205022,1099.51,0.21657
-92.7949,-254.174,28.0877,1.236213,1100.7,0.216804
-92.4225,-253.1154,28.0277,1.263714,1101.81,0.217023
-92.0862,-252.0476,27.9499,1.294643,1102.91,0.217241
-91.7821,-250.9727,27.9236,1.325635,1104.1,0.217475
-91.5127,-249.8888,27.933,1.353724,1105.21,0.217692
-91.2779,-248.7968,27.9367,1.386938,1106.31,0.21791
-91.0794,-247.6958,27.9975,1.419713,1107.51,0.218146
-90.9148,-246.587,28.0555,1.449349,1108.62,0.218364
-90.7842,-245.4722,28.0297,1.479856,1109.72,0.218582
-90.6914,-244.3566,27.9794,1.511948,1110.92,0.218817
-90.6324,-243.2381,28.0444,1.543584,1112.02,0.219035
-90.6083,-242.1151,28.1116,1.577759,1113.13,0.219253
-90.6207,-240.9895,28.1903,1.613726,1114.32,0.219487
-90.6705,-239.8604,28.3301,1.648587,1115.43,0.219705
-90.7583,-238.7282,28.4619,1.682045,1116.54,0.219924
-90.8839,-237.5937,28.6294,1.710992,1117.74,0.220162
-91.0468,-236.4564,28.8341,1.740201,1118.87,0.220383
-91.2437,-235.3157,29.0705,1.773113,1120,0.220606
-91.4747,-234.1693,29.4168,1.804447,1121.23,0.220849
-91.7395,-233.0171,29.7126,1.83383,1122.39,0.221077
-92.0389,-231.8615,29.9805,1.867268,1123.55,0.221306
-92.3758,-230.7051,30.234,1.899293,1124.81,0.221555
-92.7463,-229.55,30.4529,1.932187,1126,0.221788
-93.1545,-228.3971,30.6952,1.966197,1127.19,0.222022
-93.5998,-227.2488,30.9087,1.997203,1128.48,0.222277
-94.0839,-226.1071,31.1096,2.02854,1129.69,0.222515
-94.607,-224.9742,31.3211,2.063102,1130.9,0.222754
-95.1665,-223.8462,31.6561,2.094744,1132.22,0.223013
-95.7638,-222.7243,31.9252,2.125922,1133.46,0.223257
-96.3982,-221.6113,32.1496,2.159764,1134.7,0.223502
-97.0662,-220.5063,32.4314,2.189749,1136.05,0.223769
-97.7692,-219.4111,32.6823,2.221179,1137.32,0.224018
-98.5055,-218.325,32.9419,2.25362,1138.6,0.22427
-99.2736,-217.2481,33.2274,2.281637,1139.98,0.224542
-100.0731,-216.18,33.5112,2.306614,1141.28,0.224799
-100.9004,-215.1176,33.8498,2.326791,1142.59,0.225057
-101.7572,-214.0587,34.26,2.338711,1144.02,0.225338
-102.6383,-212.9996,34.6641,2.343617,1145.37,0.225603
-103.54,-211.9344,35.1221,2.336701,1146.73,0.225871
-104.4623,-210.8599,35.7115,2.322176,1148.22,0.226164
-105.4023,-209.7707,36.2445,2.300254,1149.62,0.22644
-106.3505,-208.6606,36.7447,2.272321,1151.04,0.226721
-107.2983,-207.5254,37.1849,2.246999,1152.6,0.227027
-108.2361,-206.3634,37.4977,2.222464,1154.06,0.227314
-109.1575,-205.1736,37.7234,2.19659,1155.52,0.227603
-110.056,-203.9579,37.8654,2.173083,1157.11,0.227916
-110.9298,-202.7188,37.9393,2.151689,1158.59,0.228207
-111.774,-201.4582,37.9282,2.127199,1160.07,0.228498
-112.588,-200.1792,37.8899,2.104056,1161.65,0.228811
-113.3699,-198.8829,37.7975,2.080433,1163.13,0.229101
-114.1178,-197.5728,37.631,2.052624,1164.6,0.229392
-114.8288,-196.2516,37.4051,2.025975,1166.18,0.229702
-115.5031,-194.9205,37.2092,1.999241,1167.63,0.229989
-116.1402,-193.5801,37.005,1.971252,1169.08,0.230274
-116.7422,-192.2329,36.7733,1.946211,1170.63,0.230579
-117.3079,-190.8799,36.5534,1.921314,1172.06,0.23086
-117.8365,-189.5217,36.3274,1.893228,1173.48,0.23114
-118.3256,-188.1587,36.0831,1.866192,1175,0.23144
-118.7746,-186.7917,35.8556,1.840408,1176.41,0.231716
-119.181,-185.4214,35.6318,1.81201,1177.8,0.231991
-119.5478,-184.049,35.3964,1.7858,1179.29,0.232285
-119.8719,-182.6751,35.1828,1.759062,1180.67,0.232556
-120.1544,-181.3012,34.9603,1.728222,1182.03,0.232825
-120.3933,-179.9281,34.7283,1.69988,1183.5,0.233113
-120.5875,-178.5573,34.5028,1.668768,1184.85,0.233379
-120.7372,-177.1897,34.2937,1.635382,1186.19,0.233644
-120.8431,-175.8268,34.067,1.605879,1187.63,0.233928
-120.9048,-174.4695,33.8861,1.574936,1188.96,0.234189
-120.9233,-173.1169,33.781,1.540728,1190.28,0.23445
-120.8988,-171.7671,33.7571,1.509439,1191.7,0.23473
-120.8318,-170.4184,33.7725,1.480754,1193.03,0.23499
-120.7204,-169.0721,33.8029,1.446684,1194.35,0.235251
-120.5612,-167.7285,33.9115,1.410999,1195.78,0.235532
-120.367,-166.3836,34.0646,1.381644,1197.11,0.235794
-120.1365,-165.0364,34.2551,1.359807,1198.44,0.236057
-119.8695,-163.6926,34.2742,1.33317,1199.89,0.236341
-119.5717,-162.3541,34.3404,1.298569,1201.22,0.236605
-119.243,-161.0157,34.5896,1.26415,1202.57,0.23687
-118.8799,-159.6775,34.7301,1.237933,1204.02,0.237156
-118.4824,-158.3445,34.8457,1.212017,1205.37,0.237422
-118.0521,-157.017,34.9451,1.182955,1206.73,0.237689
-117.5856,-155.6952,35.181,1.154088,1208.19,0.237978
-117.0726,-154.3819,35.3337,1.131631,1209.56,0.238247
-116.5224,-153.0773,35.5006,1.10733,1210.94,0.238518
-115.9396,-151.7769,35.7786,1.08161,1212.43,0.238812
-115.3225,-150.4799,36.0361,1.057849,1213.82,0.239087
-114.6701,-149.1898,36.2622,1.036404,1215.22,0.239363
-113.9789,-147.9096,36.5106,1.01601,1216.75,0.239663
-113.2544,-146.6348,36.8496,0.994418,1218.17,0.239943
-112.4954,-145.3619,37.2453,0.971246,1219.61,0.240227
-111.7018,-144.0915,37.6684,0.949055,1221.18,0.240535
-110.8757,-142.822,38.0822,0.929292,1222.65,0.240825
-110.016,-141.555,38.4733,0.908584,1224.14,0.241119
-109.1248,-140.2899,38.9447,0.890684,1225.76,0.241438
-108.1992,-139.0254,39.4091,0.877749,1227.29,0.241739
-107.2423,-137.7627,39.8068,0.866867,1228.83,0.242043
-106.2569,-136.5001,40.3142,0.859218,1230.51,0.242373
-105.2426,-135.2354,40.7856,0.855457,1232.09,0.242685
-104.1991,-133.9675,41.299,0.854944,1233.69,0.243
-103.1288,-132.6974,41.7661,0.853555,1235.43,0.243343
-102.0348,-131.4228,42.2242,0.84971,1237.07,0.243666
-100.9177,-130.145,42.6477,0.840735,1238.73,0.243992
-99.776,-128.865,43.0996,0.828698,1240.53,0.244347
-98.6065,-127.5866,43.539,0.81269,1242.22,0.24468
-97.407,-126.3129,43.9415,0.79232,1243.92,0.245016
-96.1758,-125.0467,44.3671,0.771769,1245.78,0.245381
-94.9125,-123.7884,44.7874,0.753233,1247.52,0.245723
-93.6185,-122.5379,45.1853,0.736527,1249.27,0.246069
-92.2944,-121.2952,45.6152,0.722139,1251.18,0.246445
-90.939,-120.0618,46.0412,0.707284,1252.97,0.246797
-89.5526,-118.8348,46.5025,0.698063,1254.77,0.247152
-88.1391,-117.614,46.8758,0.691573,1256.73,0.247538
-86.703,-116.3965,47.3137,0.684116,1258.57,0.2479
-85.242,-115.1774,47.796,0.681444,1260.43,0.248266
-83.7611,-113.9563,48.1679,0.67951,1262.44,0.248663
-82.2621,-112.7316,48.6565,0.678108,1264.33,0.249035
-80.7411,-111.5031,49.0672,0.673495,1266.24,0.24941
-79.1999,-110.2757,49.4681,0.663687,1268.31,0.249818
-77.6351,-109.0512,49.8876,0.65116,1270.25,0.2502
-76.0464,-107.8307,50.2864,0.639131,1272.2,0.250585
-74.434,-106.6136,50.7172,0.631479,1274.32,0.251003
-72.8001,-105.3983,51.1184,0.626812,1276.31,0.251394
-71.1454,-104.183,51.5233,0.622974,1278.31,0.251789
-69.4703,-102.9673,51.9736,0.618644,1280.48,0.252217
-67.7738,-101.7524,52.3792,0.612613,1282.52,0.252618
-66.056,-100.54,52.7311,0.604333,1284.57,0.253022
-64.3184,-99.329,53.172,0.597867,1286.8,0.25346
-62.5602,-98.1191,53.5442,0.592368,1288.88,0.25387
-60.7821,-96.9107,53.9496,0.586086,1290.97,0.254283
-58.9831,-95.7031,54.3594,0.581746,1293.25,0.25473
-57.1666,-94.4944,54.7556,0.57955,1295.38,0.25515
-55.3329,-93.282,55.1391,0.579389,1297.52,0.255572
-53.4868,-92.0674,55.3267,0.578948,1299.84,0.256029
-51.6335,-90.8546,55.4007,0.576283,1302,0.256455
-49.771,-89.6415,55.735,0.573519,1304.17,0.256882
-47.8936,-88.4253,56.1052,0.571467,1306.52,0.257344
-46.0019,-87.2061,56.4173,0.569817,1308.71,0.257777
-44.0979,-85.9824,56.747,0.569454,1310.92,0.258212
-42.1818,-84.7529,57.0949,0.5697,1313.31,0.258683
-40.2546,-83.5158,57.4216,0.57114,1315.54,0.259123
-38.3172,-82.2688,57.7667,0.57462,1317.79,0.259565
-36.3705,-81.0107,58.116,0.577723,1320.23,0.260045
-34.4144,-79.7441,58.4119,0.577797,1322.49,0.260492
-32.4479,-78.4708,58.7312,0.575561,1324.78,0.260942
-30.4692,-77.1905,59.0957,0.573789,1327.26,0.26143
-28.4784,-75.905,59.41,0.571993,1329.57,0.261885
-26.4739,-74.6165,59.723,0.567652,1331.89,0.262343
-24.4545,-73.3278,60.0509,0.562455,1334.41,0.262838
-22.4207,-72.0389,60.3574,0.558607,1336.76,0.263301
-20.373,-70.7481,60.6661,0.55758,1339.12,0.263766
-18.3125,-69.4542,60.9895,0.557832,1341.67,0.264269
-16.2407,-68.1542,61.3153,0.560062,1344.06,0.264739
-14.159,-66.8453,61.6283,0.563918,1346.45,0.265211
-12.069,-65.5258,61.9565,0.567388,1349.05,0.265722
-9.9711,-64.1963,62.2509,0.569282,1351.47,0.2662
-7.8642,-62.8573,62.5599,0.569093,1353.91,0.266679
-5.7474,-61.5121,62.8726,0.566322,1356.54,0.267198
-3.6183,-60.162,63.1961,0.563032,1359,0.267682
-1.4775,-58.8096,63.3149,0.560343,1361.47,0.268169
0.6659,-57.4595,63.2732,0.559008,1364.13,0.268693
2.8111,-56.1097,63.5112,0.559984,1366.6,0.269179
4.967,-54.7557,63.7795,0.560072,1369.08,0.269668
7.133,-53.3986,64.0313,0.558132,1371.77,0.270197
9.3091,-52.0378,64.3179,0.556255,1374.27,0.27069
11.4962,-50.673,64.5801,0.555384,1376.79,0.271186
13.6943,-49.3063,64.8434,0.553505,1379.5,0.271721
15.9026,-47.9367,65.1009,0.552355,1382.04,0.27222
18.121,-46.563,65.3625,0.55243,1384.58,0.272721
20.3493,-45.1856,65.6256,0.551939,1387.33,0.273263
22.5872,-43.8053,65.8643,0.550399,1389.9,0.273768
24.8357,-42.4223,66.1295,0.548691,1392.47,0.274275
27.0941,-41.0356,66.39,0.548241,1395.26,0.274824
29.3615,-39.6443,66.6384,0.548926,1397.85,0.275334
31.6377,-38.2481,66.8783,0.54933,1400.45,0.275847
33.9232,-36.8478,67.1365,0.548332,1403.27,0.276402
36.2188,-35.4457,67.3658,0.545476,1405.89,0.276918
38.5256,-34.0448,67.5899,0.539762,1408.52,0.277437
40.8455,-32.647,67.8381,0.534572,1411.37,0.277997
43.1776,-31.2519,68.0532,0.532174,1414.02,0.278519
45.5198,-29.8566,68.27,0.532751,1416.68,0.279043
47.8719,-28.4597,68.5164,0.533437,1419.55,0.279609
50.2333,-27.0611,68.7299,0.532958,1422.23,0.280136
52.6039,-25.6599,68.9643,0.531806,1424.91,0.280665
54.9851,-24.2584,69.1964,0.528348,1427.81,0.281236
57.3777,-22.858,69.4248,0.524377,1430.52,0.281769
59.7793,-21.4614,69.4947,0.520398,1433.23,0.282302
62.1836,-20.0724,69.3868,0.516849,1436.14,0.282877
64.5947,-18.6906,69.5964,0.512785,1438.85,0.28341
67.018,-17.3127,69.7829,0.510594,1441.57,0.283946
69.4507,-15.9369,69.9695,0.509733,1444.5,0.284524
71.8922,-14.5613,70.1622,0.508769,1447.24,0.285062
74.3426,-13.1853,70.3571,0.508266,1449.98,0.285602
76.8015,-11.8087,70.5533,0.507497,1452.94,0.286185
79.2689,-10.4321,70.728,0.506244,1455.69,0.286727
81.7462,-9.055,70.8744,0.503746,1458.45,0.287271
84.2296,-7.6806,71.0783,0.500284,1461.43,0.287858
86.7237,-6.3074,71.2944,0.498087,1464.22,0.288406
89.2289,-4.9391,71.445,0.493012,1466.99,0.288954
91.7467,-3.5784,71.6596,0.486918,1470,0.289545
94.2775,-2.2259,71.8213,0.482071,1472.8,0.290097
96.8188,-0.8808,71.9564,0.477367,1475.6,0.290649
99.3705,0.4592,72.1748,0.474842,1478.63,0.291245
101.934,1.7934,72.34,0.472069,1481.45,0.2918
104.5094,3.1194,72.5096,0.4666,1484.27,0.292357
107.0967,4.4373,72.6931,0.461905,1487.32,0.292957
109.6958,5.7478,72.8641,0.458841,1490.16,0.293517
112.3059,7.0511,73.0074,0.455011,1493,0.294077
114.9268,8.3464,73.1861,0.450738,1496.07,0.294681
117.5579,9.6353,73.3146,0.448281,1498.93,0.295244
120.197,10.9208,73.4702,0.44859,1501.8,0.295809
122.8427,12.2066,73.6206,0.451107,1504.88,0.296417
125.4926,13.4973,73.7829,0.455249,1507.76,0.296983
128.1466,14.796,73.9539,0.459063,1510.64,0.29755
130.8038,16.1033,74.1297,0.460852,1513.75,0.298163
133.4684,17.4168,74.2901,0.459045,1516.64,0.298733
136.1352,18.7305,74.3527,0.455224,1519.54,0.299304
138.808,20.0443,74.5955,0.452429,1522.67,0.29992
141.4906,21.3581,74.7707,0.451541,1525.58,0.300494
144.1792,22.6747,74.9218,0.455186,1528.5,0.301069
146.8703,23.9995,75.0717,0.461787,1531.65,0.301689
149.563,25.3352,75.2407,0.467469,1534.59,0.302267
152.2573,26.6822,75.3792,0.469334,1537.52,0.302845
154.9544,28.0362,75.5495,0.468536,1540.69,0.30347
157.6561,29.3968,75.7094,0.467101,1543.64,0.304051
160.3653,30.7552,75.8432,0.460082,1546.6,0.304633
163.0842,32.1072,75.9995,0.452821,1549.79,0.305261
165.8134,33.4521,76.1623,0.448611,1552.75,0.305845
168.5526,34.7908,76.2901,0.447738,1555.72,0.306431
171.2986,36.1265,76.4452,0.448378,1558.93,0.307063
174.0525,37.4616,76.6112,0.449247,1561.92,0.307651
176.8132,38.7968,76.7515,0.449133,1564.91,0.30824
179.5798,40.1331,76.9017,0.448757,1568.13,0.308875
182.3524,41.4705,77.0504,0.447952,1571.14,0.309467
185.1317,42.8078,77.1993,0.446669,1574.15,0.310059
187.9153,44.1497,77.3348,0.449793,1577.39,0.310698
190.7008,45.4997,77.4746,0.455588,1580.41,0.311293
193.4873,46.8616,77.6186,0.461367,1583.43,0.311889
196.271,48.2378,77.6466,0.46805,1586.7,0.312531
199.0448,49.6283,77.4629,0.475547,1589.72,0.313127
201.7971,51.0296,76.9385,0.483238,1592.73,0.31372
204.5148,52.4333,75.9287,0.489669,1595.94,0.314353
207.1823,53.8308,74.5499,0.493648,1598.88,0.31493
209.7868,55.2143,72.9924,0.503767,1601.75,0.315497
212.3212,56.5866,71.1832,0.519421,1604.77,0.316092
214.7833,57.9528,69.6499,0.534649,1607.52,0.316632
217.1788,59.3165,68.2902,0.548941,1610.2,0.317162
219.5139,60.6787,66.9317,0.557411,1613.04,0.317721
221.792,62.0392,65.7899,0.567157,1615.63,0.31823
224.0144,63.4038,64.7328,0.582062,1618.17,0.318731
226.1812,64.779,63.7038,0.601,1620.87,0.319262
228.295,66.1702,62.9166,0.620193,1623.34,0.319748
230.3579,67.5807,62.1421,0.64877,1625.77,0.320228
232.3657,69.0155,61.403,0.678734,1628.37,0.320739
234.3199,70.4811,60.8359,0.706567,1630.75,0.321208
236.2214,71.9778,60.2608,0.741219,1633.11,0.321673
238.0671,73.5059,59.6656,0.771322,1635.63,0.322169
239.8583,75.065,59.1645,0.800771,1637.94,0.322625
241.5963,76.6539,58.6998,0.833018,1640.24,0.323078
243.2799,78.2732,58.2128,0.862153,1642.69,0.323561
244.9062,79.9245,57.7655,0.892836,1644.96,0.324007
246.4754,81.6059,57.3402,0.922126,1647.2,0.324449
247.9901,83.3146,56.9349,0.947478,1649.6,0.324922
249.4523,85.0485,56.5677,0.973932,1651.81,0.325358
250.8599,86.8083,56.2111,1.000673,1654.02,0.325791
252.21,88.5939,55.809,1.023686,1656.37,0.326255
253.5026,90.4025,55.4318,1.047429,1658.54,0.326682
254.7389,92.2315,55.0578,1.066643,1660.7,0.327108
255.9202,94.0784,54.6557,1.088353,1663.01,0.327562
257.0421,95.9448,54.3108,1.110696,1665.13,0.327981
258.1039,97.8306,53.9943,1.130295,1667.25,0.328398
259.1078,99.7331,53.6421,1.147826,1669.51,0.328844
260.0567,101.6489,53.3365,1.168161,1671.6,0.329256
260.9516,103.5773,53.047,1.188937,1673.69,0.329666
261.7899,105.5181,52.7419,1.213246,1675.92,0.330106
262.5743,107.4697,52.5028,1.235168,1677.98,0.330511
263.3087,109.4312,52.318,1.260975,1680.03,0.330915
263.9931,111.404,52.1874,1.287135,1682.23,0.331349
264.6261,113.3895,52.0973,1.313594,1684.28,0.331752
265.2069,115.3873,52.0166,1.340024,1686.31,0.332152
265.7384,117.3962,51.9932,1.362836,1688.5,0.332584
266.2216,119.4174,52.0104,1.387798,1690.54,0.332985
266.6519,121.4529,52.1104,1.418494,1692.57,0.333386
267.023,123.5052,52.2626,1.44645,1694.77,0.333818
267.335,125.5744,52.4374,1.473442,1696.81,0.33422
267.5913,127.6588,52.6271,1.50246,1698.86,0.334625
267.798,129.7569,52.8347,1.52475,1701.08,0.335061
267.9536,131.8663,52.9976,1.549963,1703.14,0.335467
268.0605,133.9873,53.2319,1.571851,1705.21,0.335875
268.1216,136.1177,53.3726,1.590036,1707.45,0.336316
268.136,138.256,53.6122,1.615388,1709.53,0.336727
268.0963,140.4026,53.8011,1.642029,1711.63,0.337139
268.0012,142.5555,54.011,1.666617,1713.89,0.337584
267.8509,144.7131,54.2018,1.691252,1715.99,0.337998
267.6487,146.8752,54.4214,1.715799,1718.11,0.338416
267.3947,149.0405,54.6457,1.736304,1720.4,0.338866
267.0923,151.2088,54.8814,1.753848,1722.53,0.339287
266.7465,153.3799,55.099,1.769821,1724.67,0.339709
266.3597,155.554,55.3853,1.783214,1726.99,0.340166
265.9353,157.7322,55.6297,1.790626,1729.16,0.340592
265.4804,159.9137,55.8673,1.799848,1731.34,0.341021
264.9976,162.1004,56.1686,1.808704,1733.69,0.341485
264.4869,164.2915,56.4122,1.818595,1735.89,0.341918
263.9471,166.4859,56.674,1.833436,1738.1,0.342352
263.3769,168.6837,56.9499,1.846586,1740.49,0.342823
262.7783,170.8841,57.1696,1.85946,1742.71,0.343262
262.152,173.0865,57.4362,1.874097,1744.95,0.343703
261.4966,175.2917,57.7097,1.885046,1747.37,0.344179
260.8116,177.4983,57.9598,1.896653,1749.63,0.344624
260.0958,179.7066,58.2367,1.907426,1751.9,0.345071
259.3521,181.9162,58.4734,1.915998,1754.35,0.345553
258.5812,184.1257,58.6532,1.928276,1756.63,0.346003
257.7816,186.3281,58.5982,1.942417,1758.92,0.346454
256.9553,188.5107,58.1548,1.956658,1761.37,0.346937
256.1122,190.6588,57.2402,1.970416,1763.62,0.34738
255.2652,192.7551,55.9803,1.983466,1765.83,0.347814
254.4228,194.7929,54.429,1.995159,1768.14,0.348271
253.5877,196.7699,52.9759,2.003161,1770.24,0.348684
252.7651,198.6895,51.6306,2.003063,1772.27,0.349085
251.9582,200.5568,50.2256,1.995955,1774.41,0.349505
251.169,202.3745,48.9683,1.985425,1776.34,0.349886
250.4006,204.144,47.6445,1.973372,1778.22,0.350257
249.6555,205.8658,46.2536,1.96323,1780.19,0.350645
248.9376,207.5402,44.987,1.956009,1781.97,0.350995
248.2478,209.1761,43.9338,1.95247,1783.7,0.351336
247.5851,210.7793,42.9595,1.953563,1785.53,0.351695
246.9441,212.3521,42.0168,1.953686,1787.18,0.352021
246.3246,213.8909,41.0603,1.951168,1788.8,0.35234
245.7276,215.3966,40.0728,1.944269,1790.5,0.352675
245.1562,216.8746,39.2254,1.934436,1792.05,0.352979
244.6126,218.3301,38.7186,1.917881,1793.57,0.353279
244.1008,219.7767,38.0822,1.896164,1795.18,0.353596
243.6232,221.2064,37.3969,1.872657,1796.65,0.353885
243.1831,222.621,36.8303,1.843814,1798.1,0.354171
242.7805,224.0245,36.2559,1.818785,1799.63,0.354474
242.4191,225.4163,35.7893,1.790423,1801.04,0.354751
242.0961,226.8021,35.4929,1.7603,1802.43,0.355025
241.8112,228.1828,35.0928,1.737592,1803.92,0.355319
241.5639,229.5521,34.5903,1.711822,1805.29,0.355588
241.3537,230.9079,34.18,1.682122,1806.64,0.355854
241.1832,232.2552,33.9222,1.655154,1808.09,0.356139
241.0529,233.6,33.7319,1.62964,1809.43,0.356403
240.9645,234.9388,33.4926,1.60243,1810.75,0.356664
240.915,236.2685,33.1766,1.576765,1812.18,0.356945
240.9041,237.5859,32.7988,1.5517,1813.49,0.357203
240.9303,238.8874,32.4556,1.520497,1814.79,0.357459
240.9946,240.1752,32.1553,1.49037,1816.18,0.357732
241.096,241.45,31.9219,1.460785,1817.45,0.357982
241.2383,242.7119,31.7299,1.426414,1818.71,0.358232
241.4208,243.9618,31.568,1.394762,1820.07,0.358499
241.6402,245.2007,31.4804,1.365449,1821.32,0.358746
241.9013,246.4294,31.4495,1.332209,1822.57,0.358991
242.2022,247.6454,31.3096,1.300284,1823.92,0.359257
242.5394,248.846,31.1649,1.269791,1825.15,0.3595
242.9121,250.03,31.0273,1.238617,1826.39,0.359743
243.3204,251.1957,30.862,1.208236,1827.7,0.360002
243.7623,252.3424,30.7086,1.176388,1828.92,0.360242
244.237,253.4694,30.5729,1.141548,1830.13,0.36048
244.7458,254.5748,30.4184,1.109913,1831.42,0.360735
245.2868,255.6584,30.2642,1.0797,1832.61,0.360969
245.8608,256.7182,30.135,1.046208,1833.8,0.361203
246.4644,257.751,29.8666,1.013089,1835.07,0.361453
247.0993,258.7581,29.8327,0.97883,1836.24,0.361683
247.7693,259.7439,29.8884,0.944188,1837.4,0.361913
248.4748,260.7083,30.0116,0.910426,1838.67,0.362162
249.2154,261.6548,30.2308,0.878351,1839.84,0.362394
249.9912,262.588,30.581,0.846283,1841.03,0.362628
250.8038,263.5105,31.0154,0.818123,1842.33,0.362883
251.6513,264.4227,31.4148,0.786501,1843.54,0.363123
252.5333,265.3218,31.6383,0.746979,1844.77,0.363365
253.4495,266.2054,32.1238,0.707723,1846.11,0.363628
254.404,267.0688,32.3268,0.673238,1847.36,0.363875
