pos_x,pos_y,speed,target_speed,yaw,lap_dist,spline_pos
567.8702,-369.8019,54.1122,15.5206,-1.713379,1146.18,0.249609
567.6962,-370.9164,53.9406,15.5259,-1.725639,1147.28,0.24985
567.5164,-371.9857,53.813,15.5306,-1.737384,1148.41,0.250095
567.3266,-373.0434,53.7345,15.5343,-1.748369,1149.52,0.250336
567.1254,-374.0976,53.6615,15.5399,-1.759358,1150.46,0.250543
566.9114,-375.1519,53.5278,15.5462,-1.771096,1151.57,0.250784
566.6863,-376.1965,53.4104,15.5521,-1.783047,1152.67,0.251023
566.4496,-377.2367,53.3443,15.5557,-1.794486,1153.62,0.251229
566.2017,-378.273,53.2983,15.5612,-1.805662,1154.71,0.251468
565.942,-379.3055,53.2307,15.5677,-1.817228,1155.82,0.251709
565.6689,-380.3379,53.1661,15.5712,-1.829367,1156.76,0.251914
565.3853,-381.3614,53.1277,15.5768,-1.841146,1157.85,0.252152
565.0901,-382.3817,53.173,15.5835,-1.852324,1158.94,0.252389
564.7831,-383.3997,53.2178,15.5897,-1.863724,1159.9,0.252598
564.4642,-384.4144,53.2276,15.5962,-1.875345,1160.99,0.252836
564.1343,-385.4259,53.2416,15.6022,-1.886079,1162.11,0.253078
563.7945,-386.4348,53.2862,15.6065,-1.895656,1163.05,0.253283
563.4442,-387.4412,53.3358,15.6127,-1.905733,1164.15,0.253523
563.0833,-388.4446,53.3618,15.6199,-1.916061,1165.25,0.253762
562.7124,-389.4449,53.3966,15.6269,-1.925858,1166.21,0.253972
562.3305,-390.4425,53.4769,15.6324,-1.936415,1167.32,0.254213
561.9371,-391.4374,53.5749,15.6378,-1.947319,1168.43,0.254454
561.5321,-392.4298,53.6776,15.6431,-1.958281,1169.38,0.254661
561.1157,-393.4203,53.8225,15.6495,-1.968751,1170.49,0.254905
560.6884,-394.4093,53.9747,15.6558,-1.978701,1171.62,0.255149
560.2499,-395.3964,54.0909,15.6609,-1.988774,1172.57,0.255357
559.8009,-396.3813,54.2073,15.6672,-1.998553,1173.7,0.255603
559.3417,-397.3642,54.3434,15.6745,-2.007884,1174.82,0.255847
558.8718,-398.3449,54.4547,15.6808,-2.017576,1175.8,0.256059
558.3909,-399.323,54.5849,15.6856,-2.027795,1176.93,0.256306
557.8987,-400.2982,54.7147,15.6937,-2.038167,1178.07,0.256554
557.3947,-401.2704,54.8418,15.7007,-2.049075,1179.04,0.256767
556.8788,-402.2394,54.9903,15.7069,-2.060057,1180.19,0.257017
556.351,-403.2052,55.1352,15.7151,-2.070944,1181.33,0.257264
555.8121,-404.168,55.2541,15.721,-2.081084,1182.31,0.257479
555.2623,-405.1275,55.3796,15.727,-2.091058,1183.47,0.25773
554.7021,-406.0835,55.4777,15.7363,-2.100909,1184.62,0.257981
554.1317,-407.0356,55.5673,15.7438,-2.110537,1185.61,0.258197
553.5507,-407.9838,55.6905,15.752,-2.120492,1186.77,0.25845
552.9587,-408.928,55.8041,15.7595,-2.13083,1187.94,0.258704
552.3558,-409.8675,55.8859,15.767,-2.14136,1188.93,0.25892
551.7422,-410.8023,55.9683,15.776,-2.151623,1190.1,0.259176
551.119,-411.7322,56.0426,15.785,-2.161279,1191.27,0.25943
550.4859,-412.6571,56.0895,15.7929,-2.171018,1192.28,0.259648
549.8433,-413.5768,56.1623,15.8013,-2.180678,1193.44,0.259903
549.1912,-414.4921,56.2827,15.8106,-2.189789,1194.62,0.26016
548.5292,-415.4035,56.4113,15.8195,-2.199023,1195.64,0.26038
547.8571,-416.3109,56.5435,15.8281,-2.208292,1196.82,0.260638
547.1757,-417.214,56.6468,15.8377,-2.217216,1198.0,0.260895
546.485,-418.1125,56.735,15.8459,-2.226124,1199.02,0.261116
545.7853,-419.0068,56.8578,15.8543,-2.234682,1200.2,0.261375
545.0766,-419.8973,57.0076,15.8653,-2.243058,1201.4,0.261635
544.3585,-420.784,57.1377,15.8756,-2.251494,1202.43,0.261859
543.6308,-421.6666,57.2845,15.8891,-2.260329,1203.62,0.262119
542.8936,-422.5447,57.4268,15.9055,-2.269168,1204.83,0.262382
542.1465,-423.4182,57.553,15.9206,-2.278334,1205.86,0.262607
541.3898,-424.2869,57.696,15.9366,-2.287439,1207.07,0.26287
540.6235,-425.1509,57.8384,15.9523,-2.296289,1208.28,0.263134
539.8477,-426.0099,57.9558,15.9674,-2.305426,1209.32,0.263361
539.0623,-426.8636,58.0836,15.9836,-2.314533,1210.54,0.263626
538.2676,-427.7122,58.2295,16.0005,-2.323409,1211.76,0.263892
537.4632,-428.5555,58.3581,16.0153,-2.332548,1212.81,0.264121
536.6489,-429.3932,58.4929,16.0324,-2.342044,1214.04,0.264388
535.8251,-430.2248,58.6199,16.0514,-2.351475,1215.27,0.264656
534.9921,-431.0507,58.7296,16.0665,-2.360499,1216.33,0.264886
534.1496,-431.8701,58.8249,16.0842,-2.370039,1217.56,0.265155
533.2986,-432.6826,58.8714,16.1027,-2.379325,1218.8,0.265424
532.4395,-433.4876,58.9095,16.1186,-2.388697,1219.86,0.265655
531.5721,-434.2852,58.9692,16.1374,-2.398124,1221.1,0.265925
530.6963,-435.0755,59.0389,16.1562,-2.407455,1222.34,0.266195
529.812,-435.8582,59.1044,16.1722,-2.417118,1223.4,0.266427
528.9187,-436.6336,59.2154,16.1917,-2.426709,1224.64,0.266697
528.0162,-437.4018,59.3524,16.2115,-2.43639,1225.89,0.266969
527.1044,-438.1631,59.4684,16.2285,-2.445933,1226.96,0.267202
526.1835,-438.9174,59.6045,16.2483,-2.455244,1228.21,0.267474
525.2538,-439.6649,59.7313,16.2682,-2.464458,1229.47,0.267747
524.3157,-440.4054,59.83,16.2855,-2.473363,1230.54,0.267982
523.3692,-441.1391,59.9625,16.3058,-2.482179,1231.8,0.268256
522.4139,-441.8656,60.092,16.3269,-2.491368,1233.06,0.268531
521.4501,-442.5848,60.2077,16.3454,-2.500568,1234.15,0.268767
520.4773,-443.2964,60.3496,16.3645,-2.510023,1235.41,0.269042
519.4955,-444.0,60.4745,16.3857,-2.519751,1236.68,0.269318
518.5004,-444.6986,60.5073,16.4024,-2.529571,1237.77,0.269556
517.5035,-445.3839,60.5842,16.4223,-2.539303,1239.04,0.269833
516.498,-446.0622,60.7372,16.4458,-2.548133,1240.32,0.27011
515.4845,-446.7332,60.8431,16.4628,-2.556807,1241.41,0.270348
514.4635,-447.3965,60.9402,16.4832,-2.565436,1242.69,0.270627
513.4353,-448.052,61.0335,16.5042,-2.574069,1243.97,0.270905
512.3996,-448.6994,61.1355,16.5228,-2.582935,1245.07,0.271145
511.3559,-449.3384,61.2697,16.5454,-2.592205,1246.35,0.271424
510.3039,-449.9686,61.3873,16.5644,-2.601856,1247.63,0.271704
509.2443,-450.59,61.4777,16.585,-2.611233,1248.74,0.271946
508.1772,-451.2024,61.581,16.6076,-2.62053,1250.03,0.272226
507.1029,-451.8061,61.6794,16.6293,-2.629683,1251.33,0.272509
506.0215,-452.401,61.7702,16.6507,-2.638613,1252.44,0.27275
504.9166,-452.9953,61.8937,16.6718,-2.648114,1253.74,0.273034
503.8201,-453.572,62.0169,16.694,-2.65743,1255.04,0.273316
502.7165,-454.1399,62.138,16.7173,-2.6663,1256.34,0.273601
501.606,-454.6988,62.215,16.7377,-2.675332,1257.46,0.273844
500.4892,-455.2487,62.2993,16.7616,-2.684052,1258.77,0.274128
499.3589,-455.7938,62.4274,16.7835,-2.692291,1260.08,0.274414
498.2253,-456.3287,62.5395,16.8039,-2.70066,1261.2,0.274659
497.0887,-456.8528,62.6462,16.8267,-2.709549,1262.52,0.274945
495.9457,-457.3677,62.7456,16.8506,-2.718358,1263.83,0.275232
494.7963,-457.8734,62.8537,16.8723,-2.72708,1264.96,0.275477
493.6403,-458.3697,62.9676,16.8944,-2.73607,1266.28,0.275765
492.4782,-458.8569,63.069,16.9211,-2.744598,1267.6,0.276053
491.3102,-459.3349,63.1603,16.9411,-2.753183,1268.74,0.276301
490.1362,-459.8035,63.2658,16.9647,-2.761795,1270.07,0.276589
488.9562,-460.2626,63.3832,16.9892,-2.770517,1271.4,0.276879
487.7666,-460.7136,63.4862,17.0099,-2.779217,1272.54,0.277128
486.5747,-461.1541,63.5978,17.0358,-2.787612,1273.88,0.277419
485.3773,-461.5852,63.6888,17.0575,-2.795991,1275.21,0.27771
484.1749,-462.0071,63.7689,17.079,-2.80412,1276.36,0.27796
482.9669,-462.4193,63.8825,17.1032,-2.812795,1277.7,0.278252
481.7533,-462.8217,64.0083,17.1263,-2.821457,1279.04,0.278544
480.5338,-463.2143,64.12,17.149,-2.830117,1280.2,0.278796
479.3089,-463.5965,64.2111,17.1725,-2.839126,1281.55,0.279089
478.0793,-463.9689,64.2972,17.198,-2.847503,1282.9,0.279383
476.8448,-464.3318,64.3956,17.2192,-2.85567,1284.06,0.279636
475.6052,-464.6848,64.5042,17.2439,-2.864213,1285.41,0.27993
474.3607,-465.028,64.6139,17.2698,-2.872457,1286.77,0.280226
473.1113,-465.3613,64.7169,17.2925,-2.880942,1287.93,0.280479
471.8569,-465.6842,64.8184,17.3159,-2.889608,1289.29,0.280776
470.5975,-465.9969,64.917,17.3434,-2.898234,1290.66,0.281073
469.3342,-466.2994,65.0094,17.3653,-2.906585,1291.83,0.281328
468.0663,-466.5919,65.1209,17.3917,-2.914852,1293.19,0.281626
466.7915,-466.8748,65.217,17.4177,-2.923172,1294.57,0.281925
465.5152,-467.1476,65.3078,17.4389,-2.931081,1295.74,0.28218
464.2347,-467.4105,65.4201,17.4658,-2.939087,1297.11,0.282479
462.9502,-467.6636,65.5174,17.491,-2.947013,1298.49,0.282779
461.6619,-467.9068,65.6045,17.5138,-2.955048,1299.68,0.283037
460.3696,-468.1398,65.7127,17.5391,-2.963201,1301.05,0.283338
459.0735,-468.3623,65.8191,17.5651,-2.971565,1302.44,0.283639
457.7734,-468.574,65.9134,17.5875,-2.980192,1303.63,0.283898
456.4695,-468.7749,66.0202,17.6126,-2.98872,1305.01,0.2842
455.162,-468.9654,66.1264,17.6376,-2.996873,1306.4,0.284502
453.8511,-469.1455,66.2036,17.6614,-3.005094,1307.59,0.284761
452.5372,-469.3149,66.2906,17.6878,-3.013326,1308.98,0.285064
451.22,-469.474,66.4119,17.7127,-3.0214,1310.38,0.285368
449.8988,-469.6225,66.515,17.7343,-3.02966,1311.58,0.28563
448.5747,-469.7601,66.6128,17.7606,-3.038087,1312.98,0.285934
447.2478,-469.8869,66.7023,17.7874,-3.046275,1314.38,0.286239
445.9192,-470.0031,66.6491,17.8097,-3.054394,1315.58,0.286501
444.5888,-470.1087,66.8264,17.8357,-3.062343,1316.98,0.286807
443.2547,-470.2042,66.9419,17.8611,-3.070163,1318.39,0.287113
441.9179,-470.2891,67.019,17.8836,-3.078189,1319.6,0.287375
440.5789,-470.3632,67.1002,17.9085,-3.086291,1321.01,0.287683
439.2378,-470.4269,67.1812,17.9331,-3.094114,1322.42,0.28799
437.8946,-470.4807,67.2576,17.9545,-3.10158,1323.63,0.288255
436.5495,-470.5247,67.335,17.9795,-3.108866,1325.05,0.288563
435.2027,-470.5588,67.4066,18.0062,-3.11631,1326.47,0.288872
433.8542,-470.5828,67.4862,18.0274,-3.123785,1327.68,0.289136
432.5035,-470.5966,67.5922,18.0524,-3.131403,1329.1,0.289445
431.1509,-470.6001,67.6747,18.0788,-3.138953,1330.52,0.289755
429.797,-470.5938,67.7328,18.1008,3.136904,1331.74,0.29002
428.4418,-470.5778,67.8139,18.1267,3.129793,1333.17,0.290331
427.085,-470.5526,67.91,18.1527,3.123039,1334.6,0.290643
425.7266,-470.5185,67.9849,18.1747,3.116459,1335.82,0.290909
424.367,-470.4751,68.0595,18.2006,3.109708,1337.25,0.29122
423.0061,-470.4226,68.1441,18.2255,3.103062,1338.69,0.291533
421.6439,-470.3608,68.2341,18.2498,3.096214,1339.91,0.2918
420.2399,-470.2873,68.3203,18.2748,3.089279,1341.35,0.292113
418.8206,-470.2034,68.3903,18.2978,3.082596,1342.59,0.292382
417.4548,-470.1139,68.4821,18.3268,3.076104,1344.23,0.292741
416.088,-470.0161,68.5544,18.3494,3.070174,1345.47,0.293009
414.7202,-469.9101,68.6454,18.376,3.064241,1346.91,0.293324
413.3512,-469.7957,68.7375,18.4015,3.058278,1348.36,0.293639
411.9812,-469.6731,68.8183,18.4238,3.052327,1349.59,0.293908
410.6103,-469.5422,68.9025,18.4501,3.046383,1351.04,0.294223
409.2386,-469.403,68.9848,18.4754,3.040488,1352.5,0.29454
407.8661,-469.2556,69.0624,18.4986,3.034583,1353.74,0.294812
406.4928,-469.1002,69.1601,18.5205,3.028902,1355.19,0.295127
405.1184,-468.937,69.2522,18.5476,3.023394,1356.65,0.295445
403.7433,-468.7665,69.317,18.5691,3.018227,1357.9,0.295716
402.3677,-468.589,69.3937,18.5941,3.013297,1359.35,0.296034
400.9915,-468.4044,69.4809,18.6178,3.00828,1360.82,0.296352
399.6143,-468.2126,69.5693,18.6384,3.003181,1362.07,0.296626
398.2363,-468.0132,69.669,18.6651,2.997845,1363.53,0.296944
396.8576,-467.8064,69.7574,18.6909,2.992715,1365.0,0.297263
395.4784,-467.5927,69.827,18.7149,2.987911,1366.26,0.297537
394.0986,-467.3725,69.8986,18.7343,2.98332,1367.72,0.297857
392.6742,-467.1384,69.98,18.7617,2.97872,1369.2,0.298178
391.2935,-466.9046,70.0809,18.7853,2.973818,1370.67,0.298498
389.9119,-466.6636,70.1725,18.8059,2.968888,1371.94,0.298774
388.5097,-466.4118,70.2619,18.8305,2.963939,1373.41,0.299096
387.1146,-466.1543,70.3297,18.8524,2.95904,1374.9,0.299419
385.7321,-465.8925,70.3976,18.8719,2.954465,1376.16,0.299694
384.3228,-465.6187,70.487,18.8963,2.9497,1377.64,0.300017
382.9393,-465.3434,70.5878,18.9199,2.945147,1379.13,0.30034
381.5552,-465.0616,70.6748,18.9432,2.940803,1380.61,0.300664
380.1583,-464.7711,70.7305,18.9635,2.936512,1381.89,0.300942
378.7741,-464.4767,70.8005,18.9874,2.932004,1383.42,0.301274
377.3834,-464.174,70.9074,19.0092,2.927312,1384.87,0.301591
375.9977,-463.8654,70.997,19.0246,2.922425,1386.15,0.301868
374.6125,-463.5498,71.0798,19.045,2.917616,1387.64,0.302195
373.2274,-463.2274,71.1497,19.064,2.912936,1389.14,0.30252
371.8291,-462.8952,71.2116,19.0819,2.908294,1390.42,0.3028
370.4442,-462.5592,71.2983,19.0999,2.903585,1391.92,0.303126
369.0593,-462.2164,71.3923,19.118,2.898969,1393.43,0.303454
367.6743,-461.8667,71.4654,19.1336,2.894256,1394.71,0.303733
366.2895,-461.5101,71.5382,19.1532,2.889528,1396.22,0.304062
364.8818,-461.1404,71.6211,19.1717,2.884775,1397.73,0.30439
363.4596,-460.7595,71.7082,19.1892,2.879918,1399.23,0.304719
362.0755,-460.3815,71.777,19.2037,2.874992,1400.53,0.305
360.692,-459.9962,71.8494,19.2203,2.869945,1402.04,0.30533
359.3091,-459.6034,71.9361,19.2397,2.864879,1403.55,0.30566
357.9265,-459.2032,72.0087,19.2552,2.859868,1404.85,0.305942
356.5445,-458.7957,72.0776,19.2745,2.854853,1406.37,0.306273
355.1635,-458.3808,72.1399,19.2901,2.849708,1407.88,0.306603
353.7835,-457.9579,72.2117,19.3053,2.844202,1409.18,0.306885
352.4044,-457.5261,72.3066,19.3246,2.838201,1410.71,0.307219
351.0261,-457.086,72.3936,19.3415,2.832482,1412.24,0.30755
349.6489,-456.6378,72.4463,19.3554,2.826972,1413.54,0.307834
348.249,-456.1733,72.4913,19.3739,2.821255,1415.06,0.308166
346.8751,-455.7086,72.5696,19.3903,2.815417,1416.59,0.308499
345.5024,-455.2348,72.6692,19.4088,2.809249,1418.12,0.308831
344.1044,-454.7428,72.7419,19.4255,2.803185,1419.43,0.309118
342.7343,-454.2521,72.8016,19.4425,2.797666,1420.96,0.30945
341.3552,-453.7498,72.8319,19.4594,2.792308,1422.5,0.309786
339.989,-453.2435,72.8813,19.4739,2.78671,1423.82,0.310072
338.6243,-452.7284,72.9903,19.492,2.780672,1425.36,0.310408
337.2612,-452.2035,73.0852,19.5105,2.774014,1426.89,0.310742
335.9003,-451.6689,73.1437,19.5254,2.767241,1428.22,0.31103
334.5421,-451.1244,73.1993,19.543,2.760374,1429.76,0.311366
333.1866,-450.5709,73.2484,19.5595,2.753922,1431.3,0.311702
331.8331,-450.0091,73.3164,19.5733,2.748131,1432.62,0.311989
330.4756,-449.4373,73.3819,19.5901,2.742922,1434.17,0.312327
329.0916,-448.8462,73.4361,19.6067,2.737987,1435.71,0.312663
327.7436,-448.2619,73.4996,19.6271,2.732585,1437.26,0.313001
326.3978,-447.6691,73.5691,19.6424,2.726662,1438.59,0.313289
325.0544,-447.067,73.6573,19.6638,2.720222,1440.14,0.313627
323.7136,-446.4554,73.7335,19.6865,2.713654,1441.7,0.313966
322.3611,-445.8282,73.7931,19.705,2.707379,1443.02,0.314255
321.0255,-445.1991,73.8489,19.7275,2.701401,1444.57,0.314592
319.6927,-444.562,73.8945,19.7488,2.695675,1446.13,0.314933
318.3626,-443.9169,73.9606,19.7673,2.689993,1447.47,0.315223
317.035,-443.2628,74.0515,19.7881,2.683828,1449.02,0.315561
315.71,-442.5998,74.1297,19.8075,2.677669,1450.58,0.315901
314.3783,-441.9241,74.1872,19.823,2.672041,1451.92,0.316192
313.0582,-441.246,74.237,19.8434,2.667039,1453.48,0.316532
311.7278,-440.5547,74.27,19.8643,2.66236,1455.04,0.316873
310.4124,-439.8635,74.3319,19.8818,2.657782,1456.39,0.317165
309.0989,-439.165,74.4374,19.9032,2.652852,1457.95,0.317505
307.7857,-438.457,74.519,19.9271,2.647158,1459.51,0.317846
306.4431,-437.7226,74.5905,19.9524,2.641051,1461.08,0.318186
305.1383,-436.9984,74.6516,19.9767,2.634856,1462.43,0.318481
303.8367,-436.2659,74.7199,20.0059,2.629048,1464.0,0.318823
302.5379,-435.5259,74.7853,20.0393,2.623657,1465.57,0.319165
301.242,-434.7786,74.8334,20.0683,2.618537,1466.92,0.319459
299.9486,-434.0245,74.902,20.1037,2.613706,1468.49,0.319801
298.6577,-433.2634,74.9816,20.1397,2.608912,1470.07,0.320145
297.369,-432.4957,75.0457,20.1705,2.60431,1471.43,0.32044
296.0515,-431.7033,75.1128,20.2071,2.600111,1473.0,0.320784
294.767,-430.9239,75.1587,20.244,2.596196,1474.59,0.32113
293.4831,-430.1382,75.1215,20.2755,2.592463,1475.94,0.321423
292.2042,-429.3488,75.2253,20.3125,2.58856,1477.52,0.321768
290.9265,-428.5529,75.3051,20.3499,2.584515,1479.11,0.322113
289.6511,-427.7512,75.3565,20.3816,2.580421,1480.46,0.322409
288.3778,-426.944,75.4106,20.419,2.576588,1482.05,0.322755
287.0745,-426.1114,75.4596,20.456,2.573069,1483.64,0.323101
285.8049,-425.2946,75.5168,20.4925,2.569924,1485.23,0.323446
284.5366,-424.4737,75.5707,20.5247,2.567137,1486.59,0.323743
283.2696,-423.6488,75.6296,20.562,2.564479,1488.18,0.324089
282.0036,-422.8201,75.6873,20.5985,2.561992,1489.77,0.324436
280.7388,-421.9877,75.7424,20.6289,2.559566,1491.13,0.324732
279.4747,-421.1519,75.8048,20.6604,2.557343,1492.73,0.32508
278.2114,-420.3129,75.863,20.6892,2.555354,1494.32,0.325427
276.9488,-419.4709,75.9118,20.7137,2.553484,1495.69,0.325724
275.6866,-418.6263,75.9672,20.7414,2.551862,1497.28,0.326071
274.4247,-417.7793,76.0236,20.7682,2.550449,1498.88,0.326419
273.1629,-416.9304,76.0818,20.7921,2.549355,1500.25,0.326718
271.9005,-416.0798,76.1459,20.8189,2.548675,1501.85,0.327066
270.6376,-415.2279,76.2001,20.8459,2.548145,1503.45,0.327415
269.3744,-414.375,76.231,20.8677,2.547726,1504.82,0.327712
268.1108,-413.5211,76.2887,20.8942,2.547307,1506.43,0.328062
266.8465,-412.6659,76.3666,20.9192,2.546875,1508.03,0.328411
265.5814,-411.8094,76.4207,20.9396,2.546454,1509.4,0.32871
264.3156,-410.9519,76.4787,20.9606,2.546166,1511.01,0.32906
263.0492,-410.0935,76.5288,20.9834,2.545911,1512.61,0.32941
261.7821,-409.2344,76.5739,20.9997,2.545761,1513.99,0.32971
260.5143,-408.3745,76.6312,21.0215,2.545645,1515.6,0.330061
259.2456,-407.5138,76.696,21.0398,2.545469,1517.2,0.33041
257.976,-406.6522,76.7438,21.0575,2.545365,1518.59,0.330711
256.7056,-405.7902,76.7937,21.0764,2.545386,1520.21,0.331063
255.4344,-404.9276,76.8425,21.0948,2.545452,1521.82,0.331414
254.1622,-404.0648,76.8916,21.1117,2.545628,1523.2,0.331716
252.8277,-403.1601,76.9605,21.1313,2.545799,1524.82,0.332068
251.5531,-402.2963,77.0192,21.1496,2.546037,1526.43,0.332419
250.2773,-401.4323,77.0745,21.1699,2.546289,1528.05,0.332772
249.0005,-400.5681,77.118,21.1851,2.546547,1529.44,0.333074
247.7052,-399.6918,77.1749,21.2044,2.54683,1531.06,0.333427
246.4261,-398.8271,77.2272,21.2233,2.54717,1532.68,0.333781
245.1459,-397.9624,77.273,21.2399,2.547519,1534.07,0.334083
243.8526,-397.0895,77.3242,21.2589,2.547884,1535.7,0.334437
242.57,-396.2247,77.382,21.2767,2.548359,1537.32,0.33479
241.2861,-395.3598,77.4329,21.293,2.548757,1538.71,0.335094
240.001,-394.4949,77.4846,21.31,2.549241,1540.34,0.335448
238.7146,-393.6303,77.5218,21.3298,2.549806,1541.97,0.335803
237.4272,-392.7659,77.5643,21.3499,2.550326,1543.37,0.336107
236.1382,-391.9017,77.6291,21.3721,2.550928,1544.99,0.336462
234.8477,-391.0375,77.6882,21.3845,2.551541,1546.62,0.336815
233.5559,-390.1735,77.7374,21.3642,2.552109,1548.02,0.337121
232.2626,-389.3098,77.7875,21.2779,2.552768,1549.66,0.337477
230.968,-388.4465,77.8392,21.1452,2.553465,1551.29,0.337832
229.6719,-387.5836,77.8806,21.03,2.554199,1552.69,0.338138
228.3742,-386.7213,77.9296,20.8968,2.555117,1554.33,0.338494
227.075,-385.8598,77.9786,20.763,2.556077,1555.96,0.33885
225.774,-384.9991,78.0278,20.6439,2.557111,1557.37,0.339157
224.4712,-384.1391,78.0854,20.5069,2.558166,1559.01,0.339514
223.1666,-383.28,78.1329,20.3698,2.559204,1560.65,0.339871
221.8513,-382.4155,78.1645,20.2343,2.560129,1562.29,0.340228
220.5502,-381.5621,78.1957,20.121,2.561113,1563.7,0.340534
219.2412,-380.7054,78.2676,19.9877,2.562073,1565.34,0.340892
217.9301,-379.8492,78.3246,19.8744,2.563071,1566.74,0.341198
216.6173,-378.9937,78.3775,19.744,2.56408,1568.4,0.341558
215.3028,-378.1391,78.4235,19.6092,2.565089,1570.04,0.341917
213.9869,-377.2852,78.459,19.4925,2.566027,1571.45,0.342223
212.6696,-376.4321,78.502,19.3566,2.566868,1573.1,0.342582
211.3507,-375.5795,78.5512,19.2262,2.567723,1574.75,0.342941
210.0304,-374.7275,78.5982,19.1126,2.568549,1576.16,0.343248
208.7085,-373.8761,78.6486,18.9807,2.569363,1577.81,0.343608
207.3851,-373.0251,78.7017,18.8499,2.570128,1579.46,0.343968
206.0603,-372.1745,78.7445,18.7389,2.570849,1580.88,0.344277
204.7342,-371.3243,78.7914,18.606,2.571473,1582.54,0.344638
203.4068,-370.4744,78.8383,18.4748,2.572059,1584.19,0.344998
202.0714,-369.6202,78.8773,18.3626,2.572535,1585.61,0.345306
200.7418,-368.7706,78.9235,18.2313,2.572983,1587.27,0.345667
199.4111,-367.9209,78.9747,18.1036,2.573331,1588.92,0.346028
198.0793,-367.0712,79.0182,17.9957,2.573677,1590.35,0.346338
196.7465,-366.2213,79.0645,17.8667,2.57396,1592.01,0.3467
195.4127,-365.3713,79.1072,17.7387,2.574217,1593.67,0.347062
194.078,-364.5213,79.1468,17.6253,2.574469,1595.09,0.347372
192.7424,-363.6709,79.1959,17.4944,2.574648,1596.76,0.347735
191.4059,-362.8203,79.2468,17.3661,2.574823,1598.42,0.348096
190.0684,-361.9694,79.29,17.2578,2.574949,1599.84,0.348406
188.7301,-361.1181,79.3312,17.1307,2.57506,1601.51,0.34877
187.3911,-360.2665,79.3697,17.002,2.57513,1603.18,0.349132
186.0513,-359.4145,79.4104,16.8916,2.575177,1604.6,0.349443
184.7108,-358.562,79.46,16.7654,2.575185,1606.27,0.349807
183.3694,-357.709,79.5102,16.6368,2.575173,1607.94,0.350171
182.0274,-356.8554,79.5546,16.5302,2.57508,1609.38,0.350483
180.6846,-356.0012,79.5999,16.426,2.574993,1611.05,0.350846
179.3413,-355.1462,79.644,16.4019,2.574817,1612.72,0.35121
177.9974,-354.2906,79.6853,16.4504,2.574598,1614.15,0.351523
176.6531,-353.4341,79.7287,16.5485,2.574385,1615.83,0.351888
175.3083,-352.5769,79.7679,16.6663,2.574105,1617.51,0.352253
173.9631,-351.719,79.8016,16.7761,2.573878,1618.94,0.352565
172.6174,-350.8602,79.8477,16.9123,2.573559,1620.61,0.35293
171.2713,-350.0004,79.8942,17.0551,2.573182,1622.29,0.353295
169.9249,-349.1396,79.9248,17.1775,2.572743,1623.73,0.353608
168.5784,-348.2776,79.9666,17.3211,2.572141,1625.41,0.353975
167.2318,-347.414,80.018,17.4657,2.571342,1627.09,0.35434
165.8853,-346.5485,80.062,17.5939,2.570337,1628.53,0.354654
164.5391,-345.6808,80.1067,17.7436,2.569048,1630.21,0.355021
163.1935,-344.8107,80.152,17.8893,2.567567,1631.9,0.355388
161.8487,-343.9379,80.1874,18.0063,2.565902,1633.34,0.355702
160.5051,-343.0621,80.2171,18.1353,2.56395,1635.03,0.356068
159.1631,-342.183,80.2427,18.2541,2.561683,1636.71,0.356436
157.8239,-341.3005,80.0401,18.3443,2.558899,1638.15,0.35675
156.4975,-340.4205,79.2323,18.4388,2.555834,1639.83,0.357115
155.1871,-339.5452,78.3745,18.5217,2.552688,1641.49,0.357476
153.8935,-338.6746,77.6075,18.5882,2.549204,1642.88,0.35778
152.6175,-337.8086,76.7055,18.6565,2.545329,1644.5,0.358133
151.3597,-336.9473,75.7646,18.7106,2.541142,1646.11,0.358482
150.1204,-336.0898,75.0021,18.7508,2.53633,1647.46,0.358777
148.8992,-335.2356,74.1363,18.7717,2.531183,1649.03,0.359119
147.6959,-334.3843,73.2926,18.7588,2.52591,1650.59,0.359457
146.5097,-333.536,72.5872,18.7185,2.520773,1651.9,0.359743
145.3407,-332.691,71.7563,18.6162,2.515711,1653.42,0.360074
144.1892,-331.8494,70.8807,18.5005,2.510415,1654.92,0.360401
143.0559,-331.011,70.1375,18.4026,2.504701,1656.2,0.36068
141.9412,-330.1756,69.2645,18.2876,2.498398,1657.67,0.361
140.8452,-329.3425,68.4355,18.1765,2.491659,1659.12,0.361316
139.767,-328.5114,67.7432,18.0838,2.484957,1660.36,0.361585
138.7065,-327.6823,66.9836,17.978,2.478047,1661.78,0.361894
137.6625,-326.8538,66.2953,17.8736,2.470724,1663.19,0.362202
136.6349,-326.0259,65.6977,17.7813,2.463464,1664.4,0.362465
135.6238,-325.1992,64.9807,17.679,2.456123,1665.76,0.362762
134.6297,-324.3741,64.2148,17.5755,2.448844,1667.14,0.363062
133.6528,-323.5515,63.5327,17.4908,2.44173,1668.29,0.363313
132.6933,-322.7317,62.7527,17.3952,2.434532,1669.62,0.363603
131.7508,-321.9143,62.0239,17.3,2.427214,1670.95,0.363891
130.8243,-321.0989,61.4418,17.2174,2.419835,1672.06,0.364134
129.9133,-320.2849,60.7884,17.1266,2.412413,1673.35,0.364415
129.0179,-319.4727,60.098,17.0358,2.404846,1674.63,0.364694
128.1394,-318.6621,59.4666,16.9573,2.396391,1675.72,0.36493
